date (float),date (string),latitude,longitude,ekman_upwelling,wind_u,wind_v,sst,wind_speed,sst_diff,sst_decrease,upwelling1day,upwelling3day
19089,2022-04-07,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,13.27,6.719014585487964,0.34999999999999964,False,0,0
19090,2022-04-08,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,13.19,6.719014585487964,-0.08000000000000007,True,0,0
19091,2022-04-09,34.833,-123.833,-3.3073422e-05,6.73,-14.98,13.01,16.42234148956841,-0.17999999999999972,True,1,1
19092,2022-04-10,34.833,-123.833,1.4955128e-05,4.65,-15.79,12.82,16.460455643754216,-0.1899999999999995,True,1,1
19093,2022-04-11,34.833,-123.833,-7.2944786e-06,9.2,-2.95,12.65,9.661392239216871,-0.16999999999999993,True,1,1
19094,2022-04-12,34.833,-123.833,8.682577e-06,4.21,-12.22,12.61,12.924879109686094,-0.040000000000000924,True,1,1
19095,2022-04-13,34.833,-123.833,-2.8826255e-06,3.76,-4.52,12.74,5.879455757125824,0.13000000000000078,False,0,0
19096,2022-04-14,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,13.0,6.719014585487964,0.2599999999999998,False,0,0
19097,2022-04-15,34.833,-123.833,-2.526137441753986e-06,5.94,-0.18,13.24,5.942726646918905,0.2400000000000002,False,0,0
19098,2022-04-16,34.833,-123.833,-3.493984e-06,7.76,-7.65,13.29,10.896793106230842,0.049999999999998934,False,0,0
19099,2022-04-17,34.833,-123.833,-4.712912e-07,4.76,0.66,13.39,4.805538471389029,0.10000000000000142,False,0,0
19100,2022-04-18,34.833,-123.833,-2.7833214e-06,2.0,4.18,13.6,4.633832107446276,0.20999999999999908,False,0,0
19101,2022-04-19,34.833,-123.833,-1.3623625e-06,3.95,1.86,13.76,4.366016491036194,0.16000000000000014,False,0,0
19102,2022-04-20,34.833,-123.833,-7.8456765e-07,1.89,-2.47,14.02,3.1101446911679207,0.2599999999999998,False,0,0
19103,2022-04-21,34.833,-123.833,-3.3528513e-06,3.55,1.33,14.04,3.7909629383574828,0.019999999999999574,False,0,0
19104,2022-04-22,34.833,-123.833,-1.3412405e-06,8.65,-1.31,13.91,8.74863417911619,-0.129999999999999,True,1,1
19105,2022-04-23,34.833,-123.833,-2.5466043e-06,1.93,-9.09,13.86,9.292631489518994,-0.05000000000000071,True,1,1
19106,2022-04-24,34.833,-123.833,1.0403272e-07,3.23,-11.41,13.74,11.858372569623539,-0.11999999999999922,True,1,1
19107,2022-04-25,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,13.67,6.719014585487964,-0.07000000000000028,True,0,0
19108,2022-04-26,34.833,-123.833,9.16143e-06,-0.014,6.719,13.55,6.719014585487964,-0.11999999999999922,True,0,0
19109,2022-04-27,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,13.44,6.719014585487964,-0.11000000000000121,True,0,0
19110,2022-04-28,34.833,-123.833,-1.0751552e-06,3.36,-8.46,13.47,9.102812752111294,0.030000000000001137,False,0,0
19111,2022-04-29,34.833,-123.833,-1.1458306e-05,4.23,-9.74,13.5,10.618874704976983,0.02999999999999936,False,0,0
19112,2022-04-30,34.833,-123.833,4.160805e-06,3.48,-10.23,13.56,10.80570682556213,0.0600000000000005,False,0,0
19113,2022-05-01,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,13.41,6.719014585487964,-0.15000000000000036,True,0,0
19114,2022-05-02,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,13.3,6.719014585487964,-0.10999999999999943,True,0,0
19115,2022-05-03,34.833,-123.833,-3.4995342e-06,2.58,-13.17,13.44,13.420331590538291,0.1399999999999988,False,0,0
19116,2022-05-04,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,13.29,6.719014585487964,-0.15000000000000036,True,0,0
19117,2022-05-05,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,13.34,6.719014585487964,0.05000000000000071,False,0,0
19118,2022-05-06,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,13.65,6.719014585487964,0.3100000000000005,False,0,0
19119,2022-05-07,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,13.6,6.719014585487964,-0.05000000000000071,True,0,0
19120,2022-05-08,34.833,-123.833,-1.7212893e-06,6.37,-8.77,13.75,10.839271193212207,0.15000000000000036,False,0,0
19121,2022-05-09,34.833,-123.833,-2.526137441753986e-06,4.11,-8.07,13.79,9.056323757463622,0.03999999999999915,False,0,0
19122,2022-05-10,34.833,-123.833,-3.105118e-06,1.7,-7.13,13.81,7.32986357308238,0.02000000000000135,False,0,0
19123,2022-05-11,34.833,-123.833,-6.3780876e-06,4.14,-8.49,13.87,9.445618031658913,0.05999999999999872,False,0,0
19124,2022-05-12,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,13.96,6.719014585487964,0.09000000000000163,False,0,0
19164,2022-06-21,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,15.36,6.719014585487964,1.3999999999999986,False,0,0
19165,2022-06-22,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,15.46,6.719014585487964,0.10000000000000142,False,0,0
19166,2022-06-23,34.833,-123.833,4.3265327e-06,1.25,-4.78,15.5,4.940738811149604,0.03999999999999915,False,0,0
19167,2022-06-24,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,16.11,6.719014585487964,0.6099999999999994,False,0,0
19168,2022-06-25,34.833,-123.833,1.7789332e-06,3.59,-3.45,15.59,4.979015967036057,-0.5199999999999996,True,0,0
19169,2022-06-26,34.833,-123.833,-3.8042938e-07,3.7,-2.75,16.03,4.610043383743802,0.4400000000000013,False,0,0
19170,2022-06-27,34.833,-123.833,-7.63093e-07,3.07,-6.17,16.32,6.891574566091554,0.28999999999999915,False,0,0
19171,2022-06-28,34.833,-123.833,4.7682233e-06,-0.014,6.719,16.28,6.719014585487964,-0.03999999999999915,True,0,0
19172,2022-06-29,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,16.11,6.719014585487964,-0.1700000000000017,True,0,0
19173,2022-06-30,34.833,-123.833,3.6052427e-06,2.71,-6.78,16.0,7.301540933255117,-0.10999999999999943,True,1,0
19174,2022-07-01,34.833,-123.833,-2.2619301e-06,3.34,-8.19,15.56,8.844868568836961,-0.4399999999999995,True,1,0
19175,2022-07-02,34.833,-123.833,1.1732759e-06,2.89,-7.36,15.98,7.907066459819343,0.41999999999999993,False,0,0
19176,2022-07-03,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,16.23,6.719014585487964,0.25,False,0,0
19177,2022-07-04,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,16.4,6.719014585487964,0.16999999999999815,False,0,0
19178,2022-07-05,34.833,-123.833,-3.306189e-06,2.79,0.4,16.54,2.8185279846047298,0.14000000000000057,False,0,0
19179,2022-07-06,34.833,-123.833,-1.4178185e-06,3.76,0.44,16.8,3.7856571424258694,0.26000000000000156,False,0,0
19180,2022-07-07,34.833,-123.833,1.109165e-06,3.03,-5.04,17.04,5.8806887351737975,0.23999999999999844,False,0,0
19181,2022-07-08,34.833,-123.833,-8.686618e-07,4.48,-5.32,17.25,6.955055715089564,0.21000000000000085,False,0,0
19182,2022-07-09,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,17.48,6.719014585487964,0.23000000000000043,False,0,0
19183,2022-07-10,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,17.68,6.719014585487964,0.1999999999999993,False,0,0
19184,2022-07-11,34.833,-123.833,5.948268e-06,3.92,-8.45,17.55,9.314982555002452,-0.129999999999999,True,1,0
19185,2022-07-12,34.833,-123.833,1.5788116e-07,4.79,-1.43,17.56,4.998899878973372,0.00999999999999801,False,0,0
19186,2022-07-13,34.833,-123.833,7.665349e-07,4.84,-1.27,17.49,5.003848518890235,-0.07000000000000028,True,1,1
19187,2022-07-14,34.833,-123.833,6.6643347e-06,2.2,-10.7,17.17,10.923827168167756,-0.31999999999999673,True,1,1
19188,2022-07-15,34.833,-123.833,2.484917e-06,4.71,-12.21,17.16,13.086947696082538,-0.010000000000001563,True,1,1
19189,2022-07-16,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,16.92,6.719014585487964,-0.23999999999999844,True,0,0
19190,2022-07-17,34.833,-123.833,3.025607e-06,4.64,-11.37,16.88,12.28032980013159,-0.0400000000000027,True,1,1
19191,2022-07-18,34.833,-123.833,-7.833923e-06,3.38,-9.09,16.74,9.698066817670417,-0.14000000000000057,True,1,1
19192,2022-07-19,34.833,-123.833,-3.3120175e-06,1.32,-8.33,16.62,8.433937396020912,-0.11999999999999744,True,1,1
19193,2022-07-20,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,16.1,6.719014585487964,-0.5199999999999996,True,0,0
19194,2022-07-21,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,16.06,6.719014585487964,-0.0400000000000027,True,0,0
19195,2022-07-22,34.833,-123.833,1.2842149e-06,2.41,-8.86,16.06,9.181922456653616,0.0,False,0,0
19196,2022-07-23,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,16.31,6.719014585487964,0.25,False,0,0
19197,2022-07-24,34.833,-123.833,1.0663169e-06,3.65,-5.95,16.37,6.980329505116503,0.060000000000002274,False,0,0
19198,2022-07-25,34.833,-123.833,-9.52319e-07,3.95,-4.95,16.5,6.332850858815483,0.129999999999999,False,0,0
19199,2022-07-26,34.833,-123.833,1.8698609e-06,2.17,-0.09,16.45,2.1718655575334305,-0.05000000000000071,True,0,0
19200,2022-07-27,34.833,-123.833,-7.574022e-07,-0.014,6.719,16.52,6.719014585487964,0.07000000000000028,False,0,0
19201,2022-07-28,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,16.37,6.719014585487964,-0.14999999999999858,True,0,0
19202,2022-07-29,34.833,-123.833,-6.4997334e-07,4.25,-3.68,16.33,5.6218235475688845,-0.0400000000000027,True,1,0
19203,2022-07-30,34.833,-123.833,-3.2311868e-07,2.9,-6.23,16.69,6.8718920247629045,0.360000000000003,False,0,0
19204,2022-07-31,34.833,-123.833,1.8976712e-07,-0.47,-5.01,16.84,5.031997615261756,0.14999999999999858,False,0,0
19205,2022-08-01,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,17.02,6.719014585487964,0.17999999999999972,False,0,0
19206,2022-08-02,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,17.64,6.719014585487964,0.620000000000001,False,0,0
19207,2022-08-03,34.833,-123.833,-2.526137441753986e-06,1.41,-4.25,17.42,4.477789633290068,-0.21999999999999886,True,0,0
19208,2022-08-04,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,17.89,6.719014585487964,0.46999999999999886,False,0,0
19209,2022-08-05,34.833,-123.833,-1.3845379e-06,3.87,-0.25,18.15,3.8780665285680698,0.259999999999998,False,0,0
19210,2022-08-06,34.833,-123.833,-2.0964696e-06,4.73,-1.66,18.72,5.012833530050645,0.5700000000000003,False,0,0
19211,2022-08-07,34.833,-123.833,-1.4946379e-06,4.48,-3.55,18.91,5.716021343557072,0.19000000000000128,False,0,0
19212,2022-08-08,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,18.96,6.719014585487964,0.05000000000000071,False,0,0
19213,2022-08-09,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,19.19,6.719014585487964,0.23000000000000043,False,0,0
19214,2022-08-10,34.833,-123.833,-1.2973484e-06,2.37,-2.91,19.51,3.752998800959041,0.3200000000000003,False,0,0
19215,2022-08-11,34.833,-123.833,2.174448e-07,3.82,-4.91,19.49,6.220972592770361,-0.020000000000003126,True,1,1
19216,2022-08-12,34.833,-123.833,-1.0223787e-06,2.74,-7.96,19.34,8.41838464314859,-0.14999999999999858,True,1,1
19217,2022-08-13,34.833,-123.833,1.9589354e-06,4.04,-10.0,18.82,10.785249185809292,-0.5199999999999996,True,1,1
19218,2022-08-14,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,18.08,6.719014585487964,-0.740000000000002,True,0,0
19219,2022-08-15,34.833,-123.833,2.1532014e-06,4.34,-9.43,17.47,10.380775500895874,-0.6099999999999994,True,1,0
19220,2022-08-16,34.833,-123.833,-2.579879e-06,4.78,-9.37,17.17,10.518806966571827,-0.29999999999999716,True,1,0
19221,2022-08-17,34.833,-123.833,-2.930059e-07,2.3,-1.64,16.86,2.8248185782453357,-0.3100000000000023,True,0,0
19222,2022-08-18,34.833,-123.833,4.2493429e-07,2.38,-4.24,16.69,4.862303980624824,-0.16999999999999815,True,0,0
19223,2022-08-19,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,17.09,6.719014585487964,0.3999999999999986,False,0,0
19224,2022-08-20,34.833,-123.833,2.9032783e-06,4.49,-7.04,17.44,8.349952095670968,0.3500000000000014,False,0,0
19225,2022-08-21,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,17.27,6.719014585487964,-0.1700000000000017,True,0,0
19226,2022-08-22,34.833,-123.833,-3.8268113e-06,2.47,-7.79,17.12,8.172209003690496,-0.14999999999999858,True,1,1
19227,2022-08-23,34.833,-123.833,5.422486e-06,4.72,-10.76,17.08,11.7497234009997,-0.0400000000000027,True,1,1
19228,2022-08-24,34.833,-123.833,-4.483337e-06,2.45,-7.08,16.58,7.491922316735539,-0.5,True,1,1
19229,2022-08-25,34.833,-123.833,-1.4510038e-06,-0.014,6.719,16.39,6.719014585487964,-0.18999999999999773,True,0,0
19230,2022-08-26,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,16.09,6.719014585487964,-0.3000000000000007,True,0,0
19231,2022-08-27,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,15.82,6.719014585487964,-0.2699999999999996,True,0,0
19232,2022-08-28,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,16.14,6.719014585487964,0.3200000000000003,False,0,0
19233,2022-08-29,34.833,-123.833,2.1328494e-06,1.86,-0.47,17.08,1.9184629264074926,0.9399999999999977,False,0,0
19234,2022-08-30,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,17.18,6.719014585487964,0.10000000000000142,False,0,0
19235,2022-08-31,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,17.02,6.719014585487964,-0.16000000000000014,True,0,0
19236,2022-09-01,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,16.88,6.719014585487964,-0.14000000000000057,True,0,0
19237,2022-09-02,34.833,-123.833,6.6234675e-06,3.63,-8.43,17.4,9.178333182010773,0.5199999999999996,False,0,0
19238,2022-09-03,34.833,-123.833,-3.9796464e-06,0.94,-9.24,17.35,9.287690778659677,-0.04999999999999716,True,1,0
19239,2022-09-04,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,17.43,6.719014585487964,0.0799999999999983,False,0,0
19240,2022-09-05,34.833,-123.833,2.5500435e-06,1.22,-8.19,17.68,8.280368349294614,0.25,False,0,0
19241,2022-09-06,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,17.77,6.719014585487964,0.08999999999999986,False,0,0
19243,2022-09-08,34.833,-123.833,-2.4134408e-06,3.57,-2.86,18.26,4.57433055211361,0.490000000000002,False,0,0
19244,2022-09-09,34.833,-123.833,-2.7690305e-06,1.58,-5.12,18.15,5.358245981662283,-0.11000000000000298,True,1,0
19246,2022-09-11,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,18.32,6.719014585487964,0.1700000000000017,False,0,0
19248,2022-09-13,34.833,-123.833,-2.0706002e-06,3.15,-3.28,18.13,4.5476257541710705,-0.19000000000000128,True,0,0
19249,2022-09-14,34.833,-123.833,-1.0379363e-06,4.13,-0.73,18.21,4.194019551695009,0.08000000000000185,False,0,0
19250,2022-09-15,34.833,-123.833,2.9357693e-07,3.87,-2.64,18.28,4.684709169201435,0.07000000000000028,False,0,0
19251,2022-09-16,34.833,-123.833,-2.9222442e-06,3.32,-6.11,18.35,6.953740000891607,0.07000000000000028,False,0,0
19252,2022-09-17,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,18.31,6.719014585487964,-0.0400000000000027,True,0,0
19253,2022-09-18,34.833,-123.833,-3.408711e-07,4.82,7.86,18.35,9.220195225698857,0.0400000000000027,False,0,0
19254,2022-09-19,34.833,-123.833,-2.526137441753986e-06,2.58,1.23,18.49,2.858198733468336,0.13999999999999702,False,0,0
19255,2022-09-20,34.833,-123.833,1.3661341e-06,2.07,7.99,18.77,8.253787009609589,0.28000000000000114,False,0,0
19256,2022-09-21,34.833,-123.833,4.8091947e-06,5.44,2.82,18.94,6.127479090131602,0.1700000000000017,False,0,0
19257,2022-09-22,34.833,-123.833,1.246995e-06,1.1,-9.11,19.1,9.176170225099357,0.16000000000000014,False,0,0
19258,2022-09-23,34.833,-123.833,-2.6099299e-06,-0.014,6.719,19.3,6.719014585487964,0.1999999999999993,False,0,0
19259,2022-09-24,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,19.4,6.719014585487964,0.09999999999999787,False,0,0
19260,2022-09-25,34.833,-123.833,-1.5514766e-07,4.05,-2.4,18.91,4.707706447942565,-0.48999999999999844,True,0,0
19261,2022-09-26,34.833,-123.833,1.8689047e-06,4.39,-2.6,18.84,5.102166206622438,-0.07000000000000028,True,1,0
19262,2022-09-27,34.833,-123.833,-2.1879569e-06,3.21,-6.19,18.99,6.972818655321534,0.14999999999999858,False,0,0
19263,2022-09-28,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,19.07,6.719014585487964,0.08000000000000185,False,0,0
19264,2022-09-29,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,19.2,6.719014585487964,0.129999999999999,False,0,0
19265,2022-09-30,34.833,-123.833,-2.526137441753986e-06,4.84,-7.11,19.11,8.601029008205936,-0.08999999999999986,True,1,0
19266,2022-10-01,34.833,-123.833,2.996327e-06,4.34,-5.54,19.05,7.03755639409021,-0.05999999999999872,True,1,0
19267,2022-10-02,34.833,-123.833,-3.6540132e-07,2.3,-2.23,18.94,3.2035761267683336,-0.10999999999999943,True,0,0
19268,2022-10-03,34.833,-123.833,-6.330858e-07,3.5,-4.41,18.79,5.63010657092741,-0.15000000000000213,True,1,0
19269,2022-10-04,34.833,-123.833,6.0165394e-07,1.96,-8.92,18.67,9.132798037841415,-0.11999999999999744,True,1,0
19270,2022-10-05,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,18.33,6.719014585487964,-0.3400000000000034,True,0,0
19271,2022-10-06,34.833,-123.833,-2.526137441753986e-06,1.69,-7.82,18.39,8.000531232362011,0.060000000000002274,False,0,0
19272,2022-10-07,34.833,-123.833,1.1810093e-06,3.34,-3.17,18.44,4.60483441613268,0.05000000000000071,False,0,0
19273,2022-10-08,34.833,-123.833,-1.7079539e-07,3.74,-5.12,18.42,6.340504711771769,-0.019999999999999574,True,1,0
19274,2022-10-09,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,18.49,6.719014585487964,0.06999999999999673,False,0,0
19275,2022-10-10,34.833,-123.833,4.0793057e-06,1.55,-4.36,18.52,4.6273210392191295,0.030000000000001137,False,0,0
19276,2022-10-11,34.833,-123.833,-2.526137441753986e-06,0.57,-6.98,18.35,7.003234966784993,-0.16999999999999815,True,1,0
19277,2022-10-12,34.833,-123.833,2.105368e-07,3.41,-3.57,18.25,4.93690186250446,-0.10000000000000142,True,0,0
19278,2022-10-13,34.833,-123.833,7.2758144e-07,2.57,-4.99,18.4,5.612931497889495,0.14999999999999858,False,0,0
19279,2022-10-14,34.833,-123.833,-1.5532136e-06,3.77,-6.68,18.41,7.670417198562279,0.010000000000001563,False,0,0
19280,2022-10-15,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,18.32,6.719014585487964,-0.08999999999999986,True,0,0
19281,2022-10-16,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,18.27,6.719014585487964,-0.05000000000000071,True,0,0
19282,2022-10-17,34.833,-123.833,-1.4956536e-08,-0.22,0.1,18.3,0.24166091947189144,0.030000000000001137,False,0,0
19283,2022-10-18,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,18.45,6.719014585487964,0.14999999999999858,False,0,0
19285,2022-10-20,34.833,-123.833,2.9149387e-06,0.7,-6.37,18.36,6.4083461204900605,-0.08999999999999986,True,1,0
19286,2022-10-21,34.833,-123.833,3.8137884e-07,3.88,-2.49,18.18,4.610260296339026,-0.17999999999999972,True,0,0
19287,2022-10-22,34.833,-123.833,1.0916638e-05,-0.014,6.719,17.8,6.719014585487964,-0.379999999999999,True,0,0
19288,2022-10-23,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,17.48,6.719014585487964,-0.3200000000000003,True,0,0
19289,2022-10-24,34.833,-123.833,-1.09150996e-07,1.88,-8.02,17.15,8.237402503216654,-0.33000000000000185,True,1,0
19290,2022-10-25,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,16.78,6.719014585487964,-0.36999999999999744,True,0,0
19291,2022-10-26,34.833,-123.833,6.9383036e-06,3.73,-7.96,16.58,8.79059156143658,-0.20000000000000284,True,1,0
19292,2022-10-27,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,16.47,6.719014585487964,-0.10999999999999943,True,0,0
19293,2022-10-28,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,16.48,6.719014585487964,0.010000000000001563,False,0,0
19294,2022-10-29,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,16.4,6.719014585487964,-0.08000000000000185,True,0,0
19295,2022-10-30,34.833,-123.833,3.7413208e-06,4.01,-5.4,16.15,6.726076122078905,-0.25,True,1,1
19296,2022-10-31,34.833,-123.833,1.4293554e-06,2.36,-7.96,16.09,8.302481556739528,-0.05999999999999872,True,1,1
19297,2022-11-01,34.833,-123.833,-4.004554e-06,5.1,-2.81,16.03,5.82289446924809,-0.05999999999999872,True,1,1
19298,2022-11-02,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,16.09,6.719014585487964,0.05999999999999872,False,0,0
19299,2022-11-03,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,16.09,6.719014585487964,0.0,False,0,0
19300,2022-11-04,34.833,-123.833,5.745567e-06,0.72,-8.96,16.04,8.988882021697693,-0.05000000000000071,True,1,1
19301,2022-11-05,34.833,-123.833,1.3775947e-06,3.24,-5.76,15.83,6.6087215102468955,-0.20999999999999908,True,1,1
19302,2022-11-06,34.833,-123.833,-1.5743207e-06,6.16,-2.45,15.74,6.629336316706221,-0.08999999999999986,True,1,1
19303,2022-11-07,34.833,-123.833,-1.2740379e-06,3.23,-1.14,15.93,3.4252737116907896,0.1899999999999995,False,0,0
19304,2022-11-08,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,15.88,6.719014585487964,-0.049999999999998934,True,0,0
19305,2022-11-09,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,15.77,6.719014585487964,-0.11000000000000121,True,0,0
19306,2022-11-10,34.833,-123.833,4.623658e-06,-0.44,-7.85,15.67,7.862321540105059,-0.09999999999999964,True,0,0
19307,2022-11-11,34.833,-123.833,2.6613636e-06,0.58,-7.9,15.58,7.9212625256331455,-0.08999999999999986,True,1,1
19308,2022-11-12,34.833,-123.833,-3.3021872e-06,2.54,-6.94,15.45,7.390209739919429,-0.13000000000000078,True,1,1
19309,2022-11-13,34.833,-123.833,-5.914948e-06,4.62,-7.97,15.31,9.212236427708529,-0.1399999999999988,True,1,1
19310,2022-11-14,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,15.17,6.719014585487964,-0.14000000000000057,True,0,0
19311,2022-11-15,34.833,-123.833,2.944291e-06,-0.45,-6.02,15.12,6.036795507551998,-0.05000000000000071,True,0,0
19312,2022-11-16,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,15.23,6.719014585487964,0.11000000000000121,False,0,0
19313,2022-11-17,34.833,-123.833,-1.6710451e-06,2.47,-5.97,15.22,6.4607894254494935,-0.009999999999999787,True,1,1
19314,2022-11-18,34.833,-123.833,-6.424165e-07,4.16,-8.92,15.08,9.842357441182473,-0.14000000000000057,True,1,1
19315,2022-11-19,34.833,-123.833,-4.304951e-06,0.96,-5.82,15.0,5.898643911951289,-0.08000000000000007,True,1,1
19316,2022-11-20,34.833,-123.833,1.4659211e-06,-0.79,-3.29,14.98,3.3835188783277093,-0.019999999999999574,True,0,0
19317,2022-11-21,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,14.91,6.719014585487964,-0.07000000000000028,True,0,0
19318,2022-11-22,34.833,-123.833,3.0268059e-06,2.46,-7.6,14.9,7.988216321557648,-0.009999999999999787,True,1,0
19319,2022-11-23,34.833,-123.833,-2.6277767e-06,1.99,-9.38,14.69,9.588769472669577,-0.21000000000000085,True,1,0
19320,2022-11-24,34.833,-123.833,-5.6106745e-07,-0.8,-4.6,15.0,4.6690470119715,0.3100000000000005,False,0,0
19321,2022-11-25,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,15.1,6.719014585487964,0.09999999999999964,False,0,0
19322,2022-11-26,34.833,-123.833,8.4545894e-07,1.56,-3.945,15.07,4.242242920908702,-0.02999999999999936,True,0,0
19323,2022-11-27,34.833,-123.833,-3.801107e-06,4.96,-3.82,14.95,6.260511161239153,-0.120000000000001,True,1,0
19324,2022-11-28,34.833,-123.833,1.6283502e-05,3.1,-9.31,14.9,9.812548089054138,-0.049999999999998934,True,1,0
19325,2022-11-29,34.833,-123.833,5.539967e-06,1.86,-8.44,15.11,8.642522779836915,0.20999999999999908,False,0,0
19326,2022-11-30,34.833,-123.833,1.5197543e-06,2.85,-5.98,15.18,6.624416955476158,0.07000000000000028,False,0,0
19327,2022-12-01,34.833,-123.833,3.2977512e-06,3.06,7.63,15.28,8.22073597678456,0.09999999999999964,False,0,0
19328,2022-12-02,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,15.2,6.719014585487964,-0.08000000000000007,True,0,0
19329,2022-12-03,34.833,-123.833,-6.2623735e-07,-2.19,-0.96,15.0,2.3911712611187013,-0.1999999999999993,True,0,0
19330,2022-12-04,34.833,-123.833,-2.8091001e-06,5.12,0.44,14.99,5.138871471441955,-0.009999999999999787,True,0,0
19331,2022-12-05,34.833,-123.833,-1.9794343e-06,3.44,1.9,14.9,3.9298346021174986,-0.08999999999999986,True,0,0
19332,2022-12-06,34.833,-123.833,1.17220075e-07,4.28,-3.75,14.81,5.690421776986307,-0.08999999999999986,True,1,0
19333,2022-12-07,34.833,-123.833,6.0414227e-06,4.36,-5.42,14.71,6.956004600343505,-0.09999999999999964,True,1,0
19334,2022-12-08,34.833,-123.833,-5.9690063e-07,1.12,-0.75,14.55,1.3479243302203578,-0.16000000000000014,True,0,0
19335,2022-12-09,34.833,-123.833,2.7361464e-06,-1.43,-3.17,14.44,3.4776141246550054,-0.11000000000000121,True,0,0
19336,2022-12-10,34.833,-123.833,-6.521865e-06,0.51,5.5,14.33,5.52359484393995,-0.10999999999999943,True,0,0
19337,2022-12-11,34.833,-123.833,3.3285796e-06,9.09,-4.57,14.25,10.174133869769948,-0.08000000000000007,True,1,0
19338,2022-12-12,34.833,-123.833,-5.1438687e-06,10.8,-3.01,14.04,11.211605594204606,-0.21000000000000085,True,1,0
19339,2022-12-13,34.833,-123.833,-2.526137441753986e-06,-0.014,6.719,13.77,6.719014585487964,-0.2699999999999996,True,0,0
19340,2022-12-14,34.833,-123.833,1.0535439e-06,-0.32,-4.79,13.57,4.80067703558571,-0.1999999999999993,True,0,0
19341,2022-12-15,34.833,-123.833,-2.0184164e-07,-0.95,-4.85,13.41,4.9421655172606265,-0.16000000000000014,True,0,0
19342,2022-12-16,34.833,-123.833,-2.0605585e-06,-1.36,-4.57,13.31,4.768070888734772,-0.09999999999999964,True,0,0
19343,2022-12-17,34.833,-123.833,-3.0571795e-07,0.28,-1.3,13.16,1.3298120167903433,-0.15000000000000036,True,0,0
